StudioTestName,singleMediaName,IndexCategory,IndexData
Btest_new6,LB1.jpg,Music_score_reading_completeness,0.5
Btest_new6,LB2.jpg,Music_score_reading_completeness,0.5416666666666666
Btest_new6,LB3.jpg,Music_score_reading_completeness,0.625
Btest_new6,WX1.PNG,Music_score_reading_completeness,0.6666666666666666
Btest_new6,WX2.PNG,Music_score_reading_completeness,0.65
Btest_new6,WX3.PNG,Music_score_reading_completeness,0.6666666666666666
Btest_new6,GW.PNG,Music_score_reading_completeness,0.6666666666666666
Btest_new6,GW2.PNG,Music_score_reading_completeness,0.6818181818181818
Btest_new6,GW3.PNG,Music_score_reading_completeness,0.5
Btest_new6,LB1.jpg,Bass_part_reading_completeness,0.08333333333333333
Btest_new6,LB2.jpg,Bass_part_reading_completeness,0.08333333333333333
Btest_new6,LB3.jpg,Bass_part_reading_completeness,0.25
Btest_new6,WX1.PNG,Bass_part_reading_completeness,0.3333333333333333
Btest_new6,WX2.PNG,Bass_part_reading_completeness,0.3
Btest_new6,WX3.PNG,Bass_part_reading_completeness,0.3333333333333333
Btest_new6,GW.PNG,Bass_part_reading_completeness,0.3333333333333333
Btest_new6,GW2.PNG,Bass_part_reading_completeness,0.36363636363636365
Btest_new6,GW3.PNG,Bass_part_reading_completeness,0.0
Btest_new6,LB1.jpg,Left_and_right_hand_integration_ability,0.5833333333333334
Btest_new6,LB2.jpg,Left_and_right_hand_integration_ability,0.16666666666666666
Btest_new6,LB3.jpg,Left_and_right_hand_integration_ability,0.75
Btest_new6,WX1.PNG,Left_and_right_hand_integration_ability,0.7777777777777778
Btest_new6,WX2.PNG,Left_and_right_hand_integration_ability,0.5
Btest_new6,WX3.PNG,Left_and_right_hand_integration_ability,0.6666666666666666
Btest_new6,GW.PNG,Left_and_right_hand_integration_ability,0.6666666666666666
Btest_new6,GW2.PNG,Left_and_right_hand_integration_ability,0.7272727272727273
Btest_new6,GW3.PNG,Left_and_right_hand_integration_ability,0.25
Btest_new6,LB1.jpg,all_recommended_time,5904.0
Btest_new6,LB1.jpg,Rhythmic_stability,0.5155826558265583
Btest_new6,LB1.jpg,bar_difficulty_ave,0.004066666666666666
Btest_new6,LB1.jpg,Visual_stability,28.048610509009052
Btest_new6,LB2.jpg,all_recommended_time,7200.0
Btest_new6,LB2.jpg,Rhythmic_stability,0.032916666666666664
Btest_new6,LB2.jpg,bar_difficulty_ave,0.005141666666666667
Btest_new6,LB2.jpg,Visual_stability,29.229633574844417
Btest_new6,LB3.jpg,all_recommended_time,2208.0
Btest_new6,LB3.jpg,Rhythmic_stability,0.15760869565217392
Btest_new6,LB3.jpg,bar_difficulty_ave,0.0065
Btest_new6,LB3.jpg,Visual_stability,90.53109974399354
Btest_new6,WX1.PNG,all_recommended_time,3852.0
Btest_new6,WX1.PNG,Rhythmic_stability,0.19730010384215993
Btest_new6,WX1.PNG,bar_difficulty_ave,0.0072
Btest_new6,WX1.PNG,Visual_stability,34.28037784753228
Btest_new6,WX2.PNG,all_recommended_time,2720.0
Btest_new6,WX2.PNG,Rhythmic_stability,0.8735294117647059
Btest_new6,WX2.PNG,bar_difficulty_ave,0.00683
Btest_new6,WX2.PNG,Visual_stability,8.397728285889794
Btest_new6,WX3.PNG,all_recommended_time,564.0
Btest_new6,WX3.PNG,Rhythmic_stability,0.3900709219858156
Btest_new6,WX3.PNG,bar_difficulty_ave,0.010199999999999999
Btest_new6,WX3.PNG,Visual_stability,89.62795340337621
Btest_new6,GW.PNG,all_recommended_time,4356.0
Btest_new6,GW.PNG,Rhythmic_stability,0.16988062442607896
Btest_new6,GW.PNG,bar_difficulty_ave,0.005077777777777777
Btest_new6,GW.PNG,Visual_stability,45.39667391013271
Btest_new6,GW2.PNG,all_recommended_time,6468.0
Btest_new6,GW2.PNG,Rhythmic_stability,0.017316017316017316
Btest_new6,GW2.PNG,bar_difficulty_ave,0.004281818181818183
Btest_new6,GW2.PNG,Visual_stability,76.28160927268446
Btest_new6,GW3.PNG,all_recommended_time,1904.0
Btest_new6,GW3.PNG,Rhythmic_stability,0.2857142857142857
Btest_new6,GW3.PNG,bar_difficulty_ave,0.005824999999999999
Btest_new6,GW3.PNG,Visual_stability,34.540689429671076
Btest_new6,all,media_difficulty,0.006124769921436587
Btest_new6,LB1.jpg,Spectral_analysis_ability3,17.764227642276424
Btest_new6,LB2.jpg,Spectral_analysis_ability3,11.938333333333333
Btest_new6,LB3.jpg,Spectral_analysis_ability3,4.659420289855072
Btest_new6,WX1.PNG,Spectral_analysis_ability3,11.63551401869159
Btest_new6,WX2.PNG,Spectral_analysis_ability3,18.88235294117647
Btest_new6,WX3.PNG,Spectral_analysis_ability3,2.3421052631578947
Btest_new6,GW.PNG,Spectral_analysis_ability3,8.6171875
Btest_new6,GW2.PNG,Spectral_analysis_ability3,11.005555555555556
Btest_new6,GW3.PNG,Spectral_analysis_ability3,5.142857142857143
